source_file,case_id,keyword_score,quoted_text
deposit_dispute,84713,5,"’이라 한다)받았다. 마. 피고는 같은 날 이 사건 대출금으로, 이 사건 상가에 설정되어 있던 I단체 명의의 근저당권 피담보채무 합계 803,767,406원(=원금 800,000,000원 + 이자 896,174원 + 중도상환수수료 2,871,232원)을 변제하고 위 근저당권을 말소하였고, 이 사건 상가에 설정되어 있던 J 명의의 근저당권 피담보채무 400,000,000원을 변제하고 위 근저당권을 말소하였다(이하 위 각 근저당권을 통틀어 ‘"
deposit_dispute,85774,5,"’이라 한다)을 체결하고, 소외 3으로부터 위 설정계약을 원인으로 하여 서울중앙지방법원 관악등기소 2004. 8. 17. 접수 제38530호로 전세권설정등기를 경료받았다. 2) 소외 2는 2004. 8. 17. 소외 4에 대한 채권을 담보하기 위해 이 사건 전세권에 관하여 채권최고액을 600,000,000원으로 정한 근저당권설정계약(이하 ‘"
deposit_dispute,89780,5,"'이라 한다)하였는바, 당시 작성된 2차 계약(갑 제3호증)상에는 보증금액수만 기재되었을 뿐 다른 사항에 대한 기재는 없었다. (3) 그 후 소외인이 2차 계약의 기간이 만료되자 1993. 7. 30. 피고와의 사이에 보증금 2,700만 원, 기간은 그 날부터 24개월로 하는 임대차계약(이하 '"
deposit_dispute,89952,5,"‘이 사건 호실’이라고 한다)에 관하여 보증금 44,000,000원, 임대차기간 2013. 8. 14.부터 24개월로 한 임대차계약을 체결하였다. 2) C은 2013. 8. 14. 장안구 H동 주민센터에 이 사건 호실을 주소지로 전입신고(갑 제7호증)하였고, 위 임대차계약서(갑 제8호증)에 확정일자를 받았다(이후 위 임대차계약은 묵시적 갱신이 계속된 것으로 보인다). 나. I 주식회사의 B에 대한 대여 등 1) I 주식회사(이하 ‘"
deposit_dispute,90071,5,"'이라 한다)하였다. 이 사건 1차 임대차계약서상에는 기재되어 있지는 않으나 원고와 피고는 이 사건 점포에 관한 월 수도사용료를 30,000원으로 정하였다. 다. 원고와 피고는 2006. 12. 20. 임대차계약서를 새로 작성하였고, 위 임대차계약서상 임대차보증금은 25,000,000원, 월 임료는 없는 것으로 각 기재되었다(위 임대차계약을 이하 '"
deposit_dispute,93937,5,"’이라 한다)에 관하여 업종을 노래방으로 정하여 보증금 7,500만 원(차임 없음), 임대차기간 2001. 2. 24.까지로 정한 임대차계약을 체결하고, 그 무렵 C에 임대차보증금을 지급하고 C로부터 이 사건 노래방을 인도받아 1999. 5. 10.경 사업자등록을 마치고 영업을 개시하였으며, 2003. 9. 1. 보증금을 1억 900만 원(차임 없음, 관리비 별도), 임대차기간을 2005. 8. 31.까지 24개월간으로 변경하는 임대차계약(이하 ‘"
deposit_dispute,94328,5,"’이라 한다)이 점포 용도로 위반사용하고 있는 상태를 인지하고 이 사건 위반건축물로 인한 벌금 및 과태료 발생 시 임차인이 책임지기로 약정하였다. 나. 원고는 D으로부터 위 임차권을 양수하여 2018. 11. 15. 피고와 위 임대차계약을 기초로 임차인 명의변경을 이유로 한 임대차계약을 새로 체결하면서 임대차보증금은 40,000,000원, 월차임은 2,400,000원(다만, 2019. 9. 30.부터 월 2,520,000원으로 인상), 기간은 2018. 9. 30.부터 2020. 9. 29.까지로 약정하였다(이하 ‘"
deposit_dispute,94785,5,"'이라 한다)을 체결하였고, 그 무렵 피고 B에게 이 사건 임대차계약에서 정한 임대차보증금 1,000만 원 및 첫 2개월간의 월 차임으로 115만 원을 지급하였다. 4) 이 사건 임대차계약 및 그 특약사항의 주요 내용은 아래와 같다.  5) 한편 피고 C는, 원고와 피고 B 사이에 이 사건 임대차계약을 중개한 후 중개대상물 확인ㆍ설명서를 작성하였는데, 피고 C는 위 중개대상물 확인ㆍ설명서의 '"
deposit_dispute,99180,5,"“2015. 9. 2. 대출 당시 이 사건 부동산의 시세는 60억 원 정도이고 선순위 근저당권부채무가 2,677,649,822원, 1순위 임대차보증금반환채무가 23억 7,000만 원이었기 때문에, 만일 임대차계약서가 위조되어 임대차보증금이 은폐되는 일이 없이 사실대로 대출 신청이 되었다면, 42억 원은 대출되지 않을 가능성이 90% 이상이었다.”"
deposit_dispute,102059,5,"’상가임대차법‘이라 한다) 제10조 제3항에 따라 이 사건 상가임대차계약이 갱신되었으며, 설령 원고의 주장대로 이 사건 상가임대차계약이 기간 만료로 종료되었다고 하더라도, 임대차보증금의 반환과 동시에 이 사건 부동산의 명도가 이루어져야 한다고 항변한다. 살피건대, 갑 제2호증의 기재에 의하면, 원고가 2019. 10. 29. 피고에게 ’"
deposit_dispute,102964,5,"‘전세계약이 아닌 임대차계약을 체결할 권한을 위임받았음에도 불구하고 그 임무에 위반하여 전세보증금 1억 2,000만 원의 전세계약을 체결하여 동액 상당의 재산상 이익을 취득하고, 피고 B으로 하여금 동액 상당의 전세금 반환채무를 부담하게 하여 재산상 손해를 가하였다’"
deposit_dispute,103859,5,‘임대차계약이 종료된 경우 임대인은 보증금을 임차인에게 반환한다’
deposit_dispute,103859,5,"‘소외 회사만이 보증금반환의무를 부담하고, 임대인인 피고는 보증금반환의무를 부담하지 않는다’"
deposit_dispute,104312,5,'라 한다)에 관하여 다음과 같이 각 임대차계약을 체결한 뒤 두 차례에 걸쳐 이를 갱신하고(이하 최초로 체결한 각 임대차계약과 갱신된 각 임대차계약을 통틀어 '
deposit_dispute,104779,5,’란에는 ‘임대차보증금의 중도금은 기존 임차인 H(피고의 아버지) 계좌로 입금한다. 임차인과 임대인의 합의하에 잔금은 H에게 양해를 구하고 임차인이 잔금을 납부할 때까지 월 20만 원을 H 계좌에 입금하기로 한다’
deposit_dispute,105110,5,"‘(주)G’이라 한다) 사이에 체결한 임대차계약을 승계하기로 하면서, 2015. 10. 10. 이 사건 부동산에 관하여 원고 및 (주)G과 사이에 그들을 공동임차인으로 하여 임대차보증금 11,345,000원, 월차임 1,702,000원(부가세제외), 계약기간 2014. 12. 10.부터 2016. 12. 9.까지로 하는 임대차계약을 체결하였다(이하 ‘"
deposit_dispute,106660,5,"""위 소외 1과 피고는 위 임대차계약 해지시에 위 소외 1이 위 대출금을 상환기한 내에 변제하고 위 근저당권을 말소하여 주기로 하되, 이를 이행하지 아니할 경우 피고가 위 소외 1에게 반환할 임대차보증금을 담보로 하여 위 대출금채무를 인수하기로 약정하였다."""
deposit_dispute,106754,5,"‘이 사건 부동산에 대하여 임대 관련 업무, 임대 보증기간의 임대료 지급, 임대보증금 수금 및 관리, 임차인 물색 및 선정, 임대 홍보, 임대차계약 관리(계약서작성) 등 임대차계약 사실을 확인하며 임대 관련 사항 일체와 세대점검 및 방문과 관련된 권한을 C에 위임한다.’"
deposit_dispute,108029,5,"‘E마트 내 수산코너를 추가로 전대할 테니 전대차보증금 3,000만 원을 내게 주고 입점하라. 향후 2년간 수산코너를 사용하도록 해 주고, 계약이 해지되더라도 전대차보증금을 즉시 반환해 줄 테니 걱정할 필요 없다.’"
deposit_dispute,108245,5,"’)이 아닌 주식회사 E가 원고의 대리인임을 표시하여 피고와 임대차계약을 체결하였다고 봄이 상당하다. 나. 이 사건 임대차계약의 효력 위 인정사실에 따르면, 원고는 이 사건 영업위탁계약을 통하여 주식회사 E에 이 사건 건물의 임대 관련 일체의 업무에 대한 권한을 위임하였고, 특히 주식회사 E가 원고를 대리하여 체결하는 임대차계약 상 보증금 및 월차임이 주식회사 E가 원고에게 지급하는 금액과 ‘"
deposit_dispute,112169,5,"‘G를 운영하는 F만이 보증금반환의무를 부담하고, 임대인인 피고는 보증금반환의무를 부담하지 않는다’"
deposit_dispute,113407,5,"'이라 한다)하였고, 그 무렵 C에게 보증금 3,000만 원을 지급하였다. 나. 원고와 사귀는 사이였던 피고는 2019. 4. 1. 이 사건 오피스텔로 전입신고를 하였고, 원고와 피고는 그 무렵부터 이 사건 오피스텔에서 함께 거주하게 되었다. 다. 원고와 C은 2019. 5. 10.경 이 사건 임대차계약의 보증금을 1,000만 원으로, 차임을 월 100만 원으로 각 변경하였고, C은 원고에게 보증금 차액 2,000만 원을 반환하였다. 라. 그 후 원고와 피고 사이에 불화가 생겼고, 피고는 2019. 10. 31. 원고와 통화하면서 """
deposit_dispute,114479,5,"""본 계약 체결 이전 또는 이후에 이루어진 임대차계약에 기인한 임대차보증금 반환채무 기타 이와 관련하여 발생하는 모든 채무는 신탁기간 중 신탁해지 이후에도 위탁자 및 수익자가 부담하며, 수탁자를 면책시킨다."""
deposit_dispute,115492,5,"‘이 사건 건물’이라 한다)을 965,000,000원(계약금 100,000,000원, 중도금 200,000,000원, 잔금 665,000,000원)에 매수하되 원고가 이 사건 건물의 임차인들에 대한 임대차보증금반환채무 80,000,000원을 인수하고 위 80,000,000원을 잔금 665,000,000원에서 공제하기로 하는 내용의 매매계약(이하 ‘"
deposit_dispute,116992,5,"‘O’ 노래방 영업을 하고 있다. 아. 원고 G의 임대차계약 체결 원고 G는 2018. 2. 3.경 피고와 사이에 I빌딩 1층 W호 231㎡(약70평)에 관하여 보증금 50,000,000원, 차임 4,700,000원(매월 1일 기준 선지급, 부가가치세 별도), 계약기간 2018. 2. 19.부터 2020. 2. 18.까지로 정하여 상가임대차 계약을 체결한 후 피고에게 보증금을 지급하고 위 점포를 인도받아 ‘"
deposit_dispute,121518,5,‘임차인에게 계약갱신요구권이 있음에도 불구하고 임대인이 상가임대차법 제10조 제1항 각 호의 사유를 들어 갱신요구를 거절할 수 있는 경우’
deposit_dispute,122652,5,"「이 사건 포괄임대차계약은 2018. 11. 14. 종료되는데, E는 2018년 1, 2분기 임대료 1,050,000,000원을 연체하고 있고, 임대차보증금을 초과하는 전대차보증금을 수령하였는데도 원고의 자료제출 요구를 거부하였으며, 주택임대관리업 등록 및 보증상품 가입의무를 이행하지 않고 있으므로, 이 사건 포괄임대차계약을 갱신할 의사가 없다」"
deposit_dispute,122652,5,"「E는 2018년 1분기에서 3분기 임대료 1,575,000,000원을 연체하고 있고, 민원 및 불만사항에 대한 책임을 회피하면서 전차인들에게 전차보증금을 상환할 책임이 없다고 주장하고 있으므로, 원고는 다시 한 번 이 사건 포괄임대차계약을 갱신할 의사가 없음을 명백히 하고, 이 내용증명을 받고도 2개월 내에 미납 차임을 변제하지 않으면 E의 채무불이행을 이유로 이 사건 포괄임대차계약을 해지하겠다」"
deposit_dispute,124628,5,"’란에 피고 B이 서명․날인하였다. 원고는 E에게 위 임대차계약의 임대차보증금 5,500만 원을 지급하고 이 사건 부동산에 거주하여 왔고, 이후 한 차례 이 사건 임대차계약은 묵시적으로 갱신되었다. 다. 원고가 이 사건 임대차계약 당시 교부받은 중개대상물 확인․설명서 ‘"
deposit_dispute,124956,5,"’을 알았을 뿐이다. 소외 1은 이 사건 건물을 양도할 계획이었기 때문에, 이 사건 임대차계약의 임차권 양도에 동의하지 않거나 이 사건 임대차계약과 같은 조건으로는 임대차계약을 체결할 의사가 없었다. 다) 소외 1이 임차권 양도 사실을 알고도 원고에게 일정 기간 약국 영업을 허락한 사실은 앞서 본 바와 같다. 그러나 ① 소외 1이 원고와 새로이 임대차계약을 체결하지는 않았던 점, ② 이 사건 확약서에서도 원고 명의 임대차계약서에 관하여 ‘"
deposit_dispute,125203,5,"「이 사건 매매계약서는 2013. 9. 27.경 작성되었으나, 대출금 이자 대납일(을가 제4호증 특약사항 5항 참조)과 매매계약서에 따른 계약금 지급일을 맞추기 위해 매매계약 체결일을 2013. 7. 5.로 소급하여 작성하였다」"
deposit_dispute,125300,5,"‘이 사건 점포’라 한다)를 임차하였고, 위 임대차계약은 이후 갱신되어 왔는데, 이 사건 이전에 최종 갱신된 임대차계약상의 임대차보증금은 40,000,000원, 월 차임은 850,000원, 기간 만료일은 2018. 8. 1.이었다(이하 ‘"
deposit_dispute,125600,5,"’이라 한다)을 체결하고, D에게 임대차보증금을 전부 지급하였다. 나. 피고는 그 무렵 원고와 사이에 D이 원고에게 반환해야 할 임대차보증금 3억 원 중 1억 5,000만 원의 반환채무를 보증하는 내용의 보증계약(이하 ‘"
deposit_dispute,126421,5,"’이 입점 되지 않았다면 해제조건이 성취가 된 것으로 봄이 상당하므로, 결국 이 사건 분양계약은 무효가 되었다. 따라서 피고는 원고에게 특별한 사정이 없는 한 원고로부터 지급받은 분양대금 및 이에 대한 지연손해금을 지급할 의무가 있다(원고는 주위적 청구원인으로 계약 무효를, 예비적 청구원인으로 계약해제를 원인으로 각 분양대금의 반환을 구하고 있으나, 위와 같이 주위적 청구원인으로 계약 무효가 인정된 이상, 예비적 청구원인은 따로 판단하지 않기로 한다). 가. 원고는 분양을 대행하던 E으로부터 이 사건 점포에 ‘"
deposit_dispute,127291,5,"'이 사건 다가구주택은 현 시세가 1,300,000,000원이고 선순위 임차인들의 임대차보증금은 전세권이 설정되어 있는 140,000,000원을 포함하여 다 합쳐도 500,000,000원이 안 되므로 근저당권과 선순위 임대차보증금 다 빼도 140,000,000원은 충분히 나오니 걱정말라.'"
deposit_dispute,135887,5,"“설정자는 채권자의 동의 없이 임대인과 임대차계약의 연장, 갱신이 불가하며 임대차계약의 연장, 갱신의 경우에는 반드시 채권자의 사전동의를 얻어야 효력이 발생합니다.”"
deposit_dispute,137698,5,"’이라 한다)을 체결하였고, 공인중개사인 피고 B은 이 사건 임대차계약을 중개하였다. 나. 피고 B은 이 사건 임대차계약의 체결 당시 D에게 이 사건 건물에 관한 총 임대차보증금액을 문의하였으나, D은 피고 B에게 이에 관한 정보 제공을 거부하였다. 피고 B은 이 사건 임대차계약의 계약서에 첨부된 중개대상물 확인․설명서의 “"
deposit_dispute,139027,5,"‘피고 B’이라고 한다)으로부터 임대차보증금 1억 8,000만 원, 임대차기간 2015. 4. 30.부터 2017. 4. 30.까지로 정하여 이 사건 부동산을 임차하였고, 피고 B에게 그 임대차보증금을 지급하였다. 나. 원고는 2015. 4. 30. 이 사건 부동산을 인도받아 그 주소지에 전입신고를 마치고 임대차계약서에 확정일자를 받았고, 2017. 5. 1. 임대차계약이 묵시적으로 갱신되었다. 다. 2017. 9. 5. 이 사건 부동산에 관하여 수원지방법원 성남지원 D로 강제경매절차(이하 ‘"
deposit_dispute,139335,5,"‘채무자회생법’이라고 한다) 제422조 제1호에 반하여 효력이 없다. 그러나 주택임대차보호법상 대항요건 및 확정일자를 갖춘 임차인들은 채무자회생법 제415조 제1항에 의하여 인정된 우선변제권의 한도 내에서는 파산절차에 의하지 아니하고 임차보증금반환채권의 만족을 받을 수 있다. 또한 이러한 임차인들은 파산절차에서 별제권자에 준하는 지위에 있으므로, 파산관재인인 피고가 채무자회생법 제492조 제14호에 따라 ‘"
deposit_dispute,140031,5,"‘A의원’이라는 상호로 병원을 운영하였던 사람이다. 피고인은 2019. 12. 초순경 병원 운영 과정에서 발생한 10억 원 상당의 채무를 부담하고 있는 상태에서, 위 임대차보증금반환채권을 담보로 추가 대출을 받기 위해 알아보던 중 위 임대차보증금 1억 원으로는 추가 대출을 받을 수 없게 되자 위 임대차계약서의 임대차보증금 액수를 위조한 후 대출을 받기로 마음먹었다. 1. 사문서위조 피고인은 2019. 12. 11. 13:00경 위 ‘"
deposit_dispute,140031,5,"’ 내 진료실에서, 피해자 주식회사 K에 위 임대차보증금반환채권을 담보로 대출을 신청하면서 그 위조 사실을 모르는 성명불상의 피해자 회사 직원에게 제1항 기재와 같이 위조한 부동산임대차계약서를 마치 진정하게 성립한 문서인 것처럼 팩스로 전송하는 방법으로 이를 행사하고 마치 3억 원의 임대차보증금반환채권이 있는 것처럼 피해자 회사를 기망하여, 이에 속은 피해자 회사로부터 같은 날 대출금 명목으로 6,000만 원을 피고인 명의의 L은행 계좌(계좌번호 2 생략)로 송금받았다. 『2020고단2920: 근로기준법위반』"
deposit_dispute,140031,5,"‘A의원’이라는 상호로 병원을 운영하였던 사람이다. 피고인은 2019. 12. 초순경 병원 운영 과정에서 발생한 10억 원 상당의 채무를 부담하고 있는 상태에서, 위 임대차보증금반환채권을 담보로 추가 대출을 받기 위해 알아보던 중 위 임대차보증금 1억 원으로는 추가 대출을 받을 수 없게 되자 위 임대차계약서의 임대차보증금 액수를 위조한 후 대출을 받기로 마음먹고, 2019. 12. 11. 13:00경 위 ‘"
deposit_dispute,140031,5,"’ 내 진료실에서, 피해자 주식회사 N에 위 임대차보증금반환채권을 담보로 대출을 신청하면서 그 위조 사실을 모르는 성명 불상의 피해자 회사 직원에게 위와 같이 위조한 부동산임대차계약서를 마치 진정하게 성립한 문서인 것처럼 팩스로 전송하는 방법으로 이를 행사하고 마치 3억 원의 임대차보증금반환채권이 있는 것처럼 피해자 회사를 기망하여, 이에 속은 피해자 회사로부터 같은 날 대출금 명목으로 6,000만 원을 피고인 명의의 L은행 계좌로 송금받았다. 『2020고단3169: 횡령』"
deposit_dispute,140996,5,’피해자로부터 임대차보증금 반환이 지연되어 새로 체결한 임대차계약의 계약금 500만 원을 몰취당하였으니 위 계약금 및 이사비용 등의 손해를 배상하라‘
deposit_dispute,143495,5,"’이라 한다)에 관하여 업종을 노래방으로 정하여 보증금 7,500만 원(차임 없음), 임대차기간 2001. 2. 24.까지로 정한 임대차계약을 체결하고, 그 무렵 C에 임대차보증금을 지급하고 C로부터 이 사건 노래방을 인도받아 1999. 5. 10.경 사업자등록을 마치고 영업을 개시하였으며, 2003. 9. 1. 보증금을 1억 900만 원(차임 없음, 관리비 별도), 임대차기간을 2005. 8. 31.까지 24개월간으로 변경하는 임대차계약(이하 ‘"
deposit_dispute,143665,5,"’의 미분양분에 대하여 임차인을 모집하고 있었는데, F, G 등은 이를 이용하여 금융기관으로부터 전세자금 대출금을 편취하기로 공모하였다. 즉, F 등은 대출을 원하는 사람들로 하여금 C과 임대차계약을 체결하게 하고, 임대차보증금 중 계약금 500만 원만이 지급되었을 뿐임에도 마치 잔금이 모두 지급된 것처럼 임대차계약서 등을 위조한 다음, 이를 원고에게 제출하면서 전세자금 대출을 신청하였다. 나. 피고 역시 대출을 받기 위해 F 등을 통하여 2019. 12. 20.경 C으로부터 위 아파트 H호(이하 ‘"
deposit_dispute,143835,5,“아직 임대차계약이 종료가 되지 않았고 법적 자동갱신 계약 기일이 1년도 넘게 남았는데 당사자 합의 없이 일방적으로 임대보증금 반환을 하시고 명도를 요구하시는 것은 법과 경우에 맞지가 않습니다.”
deposit_dispute,145657,5,"’이라 한다). 나. 원고는 피고 B과 사이에 이 사건 1부동산에 관하여 1998. 1. 15. 이후로 임대차계약[임대차보증금 2천만 원, 월 차임 1백만 원(부가가치세 별도)]을 체결하였고, 이후 위 임대차계약은 묵시로 갱신되었다(이하 원고와 피고 B 사이에 체결된 이 사건 1부동산에 관한 임대차계약을 ‘"
deposit_dispute,145657,5,"’이라 한다). 다. 원고는 피고 C와 사이에 이 사건 3부동산에 관하여 2000. 2. 12. 이후로 임대차계약[임대차보증금 1천 5백만 원, 월 차임 50만 원(부가가치세 별도)]을 체결해 오다가, 2016. 1. 15. 임대차보증금 1천 5백만 원, 월 차임 126만 원(부가가치세 별도), 임대차기간 2016. 1. 15.부터 2017. 1. 14.까지, 약정 연체차임 이자율 연 10%로 정하여 임대하는 임대차계약을 체결하였고(갑 제2호증의2가 작성되었는바 임대인에는 원고가 기재되어 있고 ‘"
deposit_dispute,146505,5,"’이라 한다)를 철거하지 않은 채 이 사건 점포를 피고에게 인도하였다. 이에 피고는 원고가 이 사건 임대차계약의 종료에 따라 원상회복의무를 부담함에도 원상회복을 하지 않았다는 이유로 원고에게 이 사건 임대차보증금 전액을 반환하지 않고 있다가, 2016. 8. 22.경 스스로 공사업체를 통해 이 사건 인테리어시설 등을 철거하여 17,000,000원(이하 ‘"
deposit_dispute,147285,5,"“피고가 이 사건 점포 누수에 대한 수선의무를 이행하지 않았으므로, 이 사건 임대차계약을 해지하고, 임대차보증금 100,000,000원, 계약금 10,000,000원, 이사비 등 10,000,000원 합계 120,000,000원을 청구한다”"
deposit_dispute,147311,5,"‘임대인 피고들, 임차인 원고, 임대차보증금 4,000만 원(계약금 300만 원은 계약시 지불, 잔금 3,700만 원은 2017. 4. 29. 지불), 임대기간 2017. 4. 30.부터 2019. 4. 29.까지’"
deposit_dispute,147311,5,"‘원고와의 계약은 본인 직접 통화 후 무효계약으로 하고 임대인·임차인 합의 하에 임차인을 H, I 공동 명의로 변경함’"
deposit_dispute,147320,5,"“계약서 제18조 소정의 신탁수익에서 손실이 잔존하는 경우에는 신탁계약을 해지할 수 없으며, 수익자는 수탁자인 파산 전 회사와 협의하여 그 손실을 상환한 후 신탁계약을 해지할 수 있다”"
deposit_dispute,147753,5,"‘점포의 원상복구라 함은 점포 신축 후 첫 임차인이 본 계약의 임차인인 B(피고)이고, 이후 현재까지 계속 재계약을 통해 사용 중에 있으므로, 최초 계약 당시의 상태로의 복구를 뜻한다’"
deposit_dispute,147753,5,‘점포의 원상복구라 함은 점포신축 후 첫 임차인이 본 계약의 임차인인 B이고 이후 현재까지 계속 재계약을 통하여 사용 중에 있으므로 최초 계약 당시의 상태로의 복구를 뜻한다.’
deposit_dispute,149017,5,"’ 영업을 소외 J에게 양도하였고, 피고 F은 2019. 4. 1. 소외 J과 이 사건 건물 1층 중 동쪽 부분에 관하여 보증금 1,500만 원, 차임 월 100만 원, 임대차기간 2019. 4. 1.부터 2020. 3. 30.까지로 정하여 임대차계약을 체결하였다. 피고 F은 위 J과의 임대차계약 체결 이후, 피고 E와 체결한 2018. 11. 29.자 이 사건 건물 1층 중 동쪽 부분 약 30평에 관한 임대차 종료에 따라 임대차보증금 1,500만 원을 반환하였다. ○ 소외 J이 위 ‘"
deposit_dispute,149414,5,"’라 한다)가 작성되었다. 실제 계약 체결은 C가 하였고(원고와 피고는 이 사건 소 제기 이전에는 만난 적 없다), C가 제1계약서와 제2계약서에 원고 대신 원고 이름으로 서명하였다. 다. 이 사건 임대차계약의 임대차기간은 2016. 6. 30.부터 2018. 5. 31.까지이고, 원고는 피고에게 보증금 3,000만 원을 모두 지급하였다. 라. C는 이 사건 점포에서 2016. 7.경부터 ‘"
protection_mechanism,2329,5,"‘이 사건 대출’이라 한다)하였다. 그 이후 원고와 C은 이 사건 대출계약에 따른 변제기를 1년씩 연장하면서 그 대출금액을 줄였는데, 최종적으로는 2017. 4. 21. 대출금액 82,000,000원, 변제기 2018. 4. 20.로 정하여 이 사건 대출에 관한 기한연장계약을 체결하였다. 다. 한편, C은 2012. 4. 25. 원고에게 이 사건 대출금 채무의 담보로 이 사건 임대차계약에 기한 임대차보증금 반환채권에 대하여 질권(이하 ‘"
protection_mechanism,13899,5,"‘이 사건 제2근저당권 설정을 포함한 2017. 9. 28.자 대환에, 원고가 ㉣ 근저당권 말소에 동의하는 등 적극 협조하였고, 이는 원고 입장에서도 자신이 인수한 ㉠, ㉡, ㉢ 각 근저당권의 피담보채무 일부를 변제하는 한편 자신의 양수금채권 중 4억 원이라도 먼저 변제받기 위한 원고의 선택에 따른 것이었는바, 위 대환을 이루는 요소인 이 사건 제2근저당권설정계약 부분만 떼어내어 그것이 원고에 대한 관계에서 사해행위에 해당한다고 볼 수는 없다’"
protection_mechanism,24062,5,"”라고 정하고 있다. 이 조항은 임차인이 취득하는 대항력의 내용을 정한 것으로, 상가건물의 임차인이 제3자에 대한 대항력을 취득한 다음 임차건물의 양도 등으로 소유자가 변동된 경우에는 양수인 등 새로운 소유자(이하 ‘"
protection_mechanism,25532,5,"‘은행직원이 행한 담보물건에 대한 임대차조사에서 임차인이 그 임차사실을 숨겼다고 하더라도 그 후의 경매절차에서 임대차관계의 존재를 분명히 한 경우에는 경락인이 경매가격을 결정함에 있어서 신뢰를 준 것이라고는 할 수 없으므로, 경락인의 건물명도청구에 대하여 임차인이 주택임대차보호법 제3조 소정의 임차권의 대항력에 기하여 하는 임차보증금 반환과의 동시이행항변이 신의성실의 원칙에 반하는 것이라고 볼 수 없다‘"
protection_mechanism,31071,5,"""본 계약 체결 이전 또는 이후에 이루어진 임대차계약에 기인한 임대차보증금 반환채무 기타 이와 관련하여 발생하는 모든 채무는 신탁기간 중 신탁해지 이후에도 위탁자 및 수익자가 부담하며, 수탁자를 면책시킨다."""
protection_mechanism,31338,5,"”라고 정하고 있다. 이 조항은 임차인이 취득하는 대항력의 내용을 정한 것으로, 상가건물의 임차인이 제3자에 대한 대항력을 취득한 다음 임차건물의 양도 등으로 소유자가 변동된 경우에는 양수인 등 새로운 소유자(이하 ‘"
protection_mechanism,33049,5,"’이라 한다)의 시가가 임대차보증금 반환을 기대하지 못할 정도로 낮은 금액이었다고 단정하기 어렵다. (가) I 빌라 ① 확인가능한 보증금 합계액은 24억 1천만 원가량(수사기록 2권 336쪽), 근저당권부 대출금채무액은 8억 2천만 원가량(채권최고액 10억 8백만 원, 근저당권자 H은행)으로 합계 32억 3천만 원가량이다. ② 피고인 B은 검찰에서 “"
protection_mechanism,36467,5,"“G과 공모하여 허위로 작성된 G의 소득증빙 서류, 임차인과 임대인의 계약의사나 임차인의 거주의사 없이 대출 목적으로 허위 작성된 전세계약서 등을 H은행에 제출하여 G의 전세자금 대출금 명목으로 같은 은행으로부터 2억 1,600만 원을 입금받아 편취하였다”"
protection_mechanism,44931,5,“계약기간 연장 및 재계약 등 더 이상 계약연장 등에 의사가 없어 임대기간이 종료됨과 동시에 계약을 해지하겠다”
protection_mechanism,46995,5,"""고 규정함으로써 임대주택의 인도와 주민등록이라는 대항요건을 갖춘 자에게 등기된 임차권과 같은 대항력을 부여하고 있는 점에 비추어 보면 임대인의 임대권원이 되는 계약이 해제되기 전에 임대인으로부터 주택을 임차받아 주택의 인도와 주민등록을 마침으로써 위 법 소정의 대항요건을 갖춘 임차인은 등기된 임차권자와 마찬가지로 민법 제548조 제1항 단서 소정의 '"
protection_mechanism,50886,5,"‘I은행’이라 한다)을 근저당권자로 하는 채 권최고액을 65,000,000원의 근저당권 및 2건의 압류(권리자 국)가 마쳐져 있었던 사실, 이 사건 임대차계약 체결일인 2019. 4.경 이 사건 아파트와와 같은 단지, 같은 평수의 아파트가 매매대금 640,000,000원에 매매가 이루어진 사실을 인정할 수 있고, 이 사건 매매계약의 특약사항에서 “"
protection_mechanism,50924,5,"「이 사건 부동산에 대하여 임대관련 업무, 임대 보증기간 동안의 임대료 지급, 임대보증금 수금 및 관리, 임차인 물색 및 선정, 임대홍보, 임대차계약 관리(계약서 작성) 등 임대차계약 사실을 확인하며 임대 관련사항 일체와 세대점검 및 방문과 관련된 권한을 C에 위임한다」"
protection_mechanism,51537,5,"'라 한다)과 사이에, 피고 회사가 건설공사계약에 따라 부담하는 하자보수보증금채무, 계약이행보증금채무 등을 담보할 목적으로 아래 표 기재와 같은 내용의 각 이행보증보험계약(이하 통틀어 '"
protection_mechanism,52662,5,"’이라 한다)받으면서 동희개발의 귀책사유로 이 사건 분양계약이 해제되는 경우에는 한국토지공사가 계약보증금 362,412,000원과 소유권 회복에 소요되는 비용을 공제한 잔대금에 법정이자를 가산한 금액을 동희개발에 반환하기로 약정하였다. 나. 원고와 동희개발은 2004. 3. 29. 동희개발이 원고로부터 대출을 받기 위한 담보로써 위 가.항과 같이 동희개발이 한국토지공사로부터 반환받을 매매대금 중 11억 7,000만 원과 4억 300만 원 합계 15억 7,300만 원 상당의 채권(이하 위 11억 7,000만 원 상당의 채권을 ‘"
protection_mechanism,54020,5,"”라고 정하고 있다. 이 조항은 임차인이 취득하는 대항력의 내용을 정한 것으로, 상가건물의 임차인이 제3자에 대한 대항력을 취득한 다음 임차건물의 양도 등으로 소유자가 변동된 경우에는 양수인 등 새로운 소유자(이하 ‘"
