clause_key,verdict,reviewer,reason
매수인이매도인에게중도금(중도금이없으면잔금)을지불하기전까지는매도인은계약금액의배액을상환하고매수인은계약금을포기하고,자동기각,fable5,sprint3 기등재 동일 조항
"잔금지급시까지문제가발생하여피해가발생할경우이사건사업인수계약을해제하고,원인제공자는계약상대방에게이에상응하는손해배상",기각,fable5,B2B 상행위 사업인수계약 + 유·무효 판단 부재
"사건사업인수계약’이라한다)을체결하였는데,이사건사업인수계약의주요내용은다음과같다.1.매수인(소외2외2인을말한다)",기각,fable5,관용구 절단 경위 서술 + B2B
"잔금지급시까지문제가발생하여피해가발생할경우이사건사업인수계약을해제하고,원인제공자는계약상대방에게이에상응하는손해배상",기각,fable5,B2B + 해석 맥락 (배치 내 동일 조항)
"매도인은매수인에게공급계약상의책임을부담하는경우에도신탁재산및신탁계약의업무범위내에서만책임을부담하며,매수인은등기부로",수정승인,fable5,오피스텔 공급계약 책임한정특약 — 대법원이 설명의무 대상 '중요한 내용'으로 보고 미설명으로 계약 내용 주장 불가 판단
"원고는주택법령에규정한지역주택조합원의자격에문제가없음을보증하고,준공및입주시까지그자격을유지하기로한다",기각,fable5,"해지권 포섭 적용만, 유·무효 판단 부재"
작성하여이사건위촉계약과같은내용의계약을체결하고쇼핑호스트업무를수행하는프리랜서쇼핑호스트(원고가여기에포함된다)가있다,기각,fable5,노동 사건 노이즈 + 이유 서술 절단
본계약에따라원고는다음각호에규정된업무를성실히수행하여야한다.사전미팅참석:상품내용및방송판매기획숙지,기각,fable5,노동 노이즈 + 근로자성 판단 인용
2.피고와원고는상호협의에따라원고의구체적인업무수행일자또는방송프로그램출연일자를정한다(일정변경포함).,기각,fable5,노동 노이즈 + 단순 인용
원고들이잔금납부를지연하여제1조제1항에서정한약정일이경과하였을때에는그경과일수에대하여연12%의연체료를가산하여납부하,자동기각,fable5,sprint3 기등재 동일 조항
피고의귀책사유로소유권이전이지연되는경우에는원고들이기납부한금액에대하여제4조제1항에의한연체요율에의거원고들에게지체상,기각,fable5,기등재 사건 신규 조항이나 해석 적용만
매각’사실이있었다고평가할수없다.가)앞서본바와같이구지방세특례제한법은납세의무자에의하여수행되는사업의공익성을감안하여,기각,fable5,조세 행정 노이즈 + 법령 서술 오추출
주장①’이라한다).2)아니라도이사건분양계약은쌍방의계약실현의사결여또는포기로인하여묵시적으로합의해제되었다(이하,기각,fable5,주장 요약 서술 절단 (기등재 사건 신규)
사건계약기간중산수블록관련지식재산권이소멸되더라도피고가원고에게기술료의감액을청구하거나이사건계약을해지할수없다,기각,fable5,B2B 라이선스 + 절단
피고가이사건계약이만료되기3개월전까지문서로갱신의의사를통지할경우에만원고와피고가합의한조건으로이사건계약이연장될수있다,기각,fable5,B2B + 해석 맥락 인용
"원고들이이사건각부동산을분양전환하지아니할경우,분양전환신청기간종료일이후1개월이내에A사에게이를인도하여야한다",기각,fable5,조세 노이즈 + 성격 규명 인용
분양전환하기로합의한다’(특약제8조제1항),기각,fable5,조세 노이즈 + 서술 절단
분양전환기간이후에발생하는제세공과금은원고들의분양전환여부에상관없이원고들이부담한다,기각,fable5,조세 노이즈 + 유·무효 판단 부재
계약의해지/해제’라는제목아래제1항제1호내지제7호에서이사건계약을상대방에대한서면통지로써종료할수있는사유를열거하고있,기각,fable5,B2B 공동사업 + 서술 혼입
"종료될경우계약당사자가이행해야할의무를정하고있는데,그중제3호는""종료일에지불해야하는미지급금및미지급금일체를즉시지불해",기각,fable5,B2B + 서술·인용 혼재 절단
"본건매수인지위이전거래’에관한것을규정하고있는제2조이하에서규정되어있으므로,이는이사건매매목적물의매매대금그자체에는영",기각,fable5,조세 노이즈 + B2B + 서술 혼입
"사건분양계약이해제또는해지될경우원고들이기납부한분양대금은위약금,연체료(연체이자포함),대출금,대납이자,관리비등의순",기각,fable5,처분문서 해석 인용 + 문두 절단
"원고가△△△사업성공을위한최상의경영판단을결정하고자,가맹본부와가맹점사업자(△△△동반행복가맹사업자협의회)로구성된동",자동기각,fable5,sprint3 기등재 동일 조항
매수인은매도인의귀책사유로인해입주예정일로부터3월을초과하여입주가지연된경우공급계약을해제할수있다.,기각,fable5,"약정해제권 포섭 적용만, 유·무효 판단 부재"
라는취지로주장하였다.2)2024.9.24.열린원심제2차변론기일에서피고소송대리인은,기각,fable5,주장 경위 서술 절단
"원고는주택법령에규정한지역주택조합원의자격에문제가없음을보증하고,준공및입주시까지그자격을유지하기로한다",기각,fable5,"의무위반 포섭 적용만, 표집 조항 판단 부재"
"라고한다)을체결하고,피고로부터발급받은이행보증보험증권을한국철도공사에제출하였다.이사건보증보험계약은",기각,fable5,B2B 이행보증보험 + 서술 절단 혼입
"조합원지위를양수하였다.다.이사건조합가입계약에서는원고들이각자총분담금2억1,156만원을납입하고업무용역비1,000",기각,fable5,"감액 판단 대상은 총회 의결, 표집 조항 아님 + 서술 혼입"
사건대리사무계약상원고가가지는일체의지위가소멸되었음을확인한다,기각,fable5,확인서 문언 절단 인용 (기등재 사건 신규)
"계약조건제4조제2항은‘조합사무실운영비용(인건비포함)은조합설립전까지업무대행사에서부담한다’고만정하고있을뿐,추후에",기각,fable5,B2B 업무대행 + 이유 서술 대량 혼입 (기등재 신규)
분양대행관련수수료는원고가지급받는대행수수료범위에서제외한다,기각,fable5,B2B + 범위 해석 인용 (기등재 신규)
원고는효율적인업무수행의필요에의하여업무의일부를제3자에게의뢰하여수행하게하거나원고와공동으로업무를수행하게할수있다.이,자동기각,fable5,sprint3 기등재 동일 조항
대여금기타피고와원고가인정하는업무비용은대행수수료범위에서제외한다,자동기각,fable5,sprint3 기등재 동일 조항
(을제39호증)는제4조제1항에서‘소외6회사는본계약과관련된일체의비용에대해피고의사전승인을받아야한다,기각,fable5,제3자 B2B 광고대행계약 + 절단 (기등재 신규)
"업무대행수수료는세대당1,500만원으로한다",자동기각,fable5,sprint4 기등재 동일 조항
조합업무추진비는추후조합에서별도의정산절차를거치지않고조합업무대행사(원고)의수입으로회계처리한다,기각,fable5,부가세 묵시 약정의 사실 인정 인용만 (기등재 신규)
"사건PEF투자유치와관련된언론보도중사실과다른내용을정정하고,◇◇◇에대한사과광고를게재하며,이사건회사의지분전부또는일",기각,fable5,공문 요구사항 서술 + B2B
"전세계’로명시된점이나허용되는행위유형이판매뿐만아니라제조,수입,수출등까지광범위하게정해진점을근거로제시한다.그러면서",기각,fable5,조세 행정 노이즈 + 해석 서술 절단
대상으로삼고자했던것은미국내에서효력을가지는‘미국특허권’이고그특허권에의한보호와동떨어진채존재하는‘발명’이아님을충분,기각,fable5,조세 노이즈 + B2B + 서술 혼입
라고한다).원고는그무렵피고에게위임대차보증금을지급하고(이하,기각,fable5,사실관계 서술 절단 + B2B
"채무자회생및파산에관한법률」제119조또는제335조에근거하여임차인의관리인또는파산관재인이본계약을중도에해지하는경우,",기각,fable5,B2B 사옥 임대차 + 중간 절단
원고들이잔금납부를지연하여잔금지급일이경과하였을때에는그경과일수에대하여연12%의연체료를가산하여납부하여야한다.피고의,기각,fable5,"동시이행항변권 포기 특약 해석만, 유·무효 부재"
"법정수당을제외한제금품,직무급및보전액은지급월15일미만근무자에대해서는지급하지아니한다",기각,fable5,노동 사건 노이즈(보수규정)
임대인또는임차인이계약갱신을원하지않는경우임대차기간만료1개월전까지상대방에대하여그의사를통보하기로한다,기각,fable5,B2B 상가 임대차 + 종료 사실 인정 적용 (기등재 신규)
임차인이임대차계약만료일까지목적물을반환하지않는경우임대인에게임대차계약만료일다음날부터목적물반환일까지의기간에대해임대,자동기각,fable5,sprint3 기등재 동일 조항
작성하여이사건위촉계약과같은내용의계약을체결하고쇼핑호스트업무를수행하는프리랜서쇼핑호스트(원고가여기에포함된다)가있다,기각,fable5,노동 노이즈 + 이유 서술 절단
본계약에따라원고는다음각호에규정된업무를성실히수행하여야한다.사전미팅참석:상품내용및방송판매기획숙지,기각,fable5,노동 노이즈 + 근로자성 인용
2.피고와원고는상호협의에따라원고의구체적인업무수행일자또는방송프로그램출연일자를정한다(일정변경포함).,기각,fable5,노동 노이즈 + 단순 인용
"건축규모의증감(지하주차장포함),세대별단위면적(공급면적)이증감될수있으며,이에따른조합원분담금의금액조정에관하여원고",자동기각,fable5,sprint3 기등재 동일 조항
"사건사업으로신축될아파트를향후주택사업계획승인이후건축개요가변경이없을경우희망동호수를배정받으며,변경시동호수배정은사업",기각,fable5,확약서 인용 + 문두 절단 (기등재 신규)
"특약제1항위반여부앞서본증거들,갑제3호증,을제1호증의1의각기재및변론전체의취지에비추어인정되는다음과같은사정,①이부",기각,fable5,이유 서술 혼입 + 위반 여부 포섭만
라고한다).원고는그무렵피고에게위임대차보증금을지급하고(이하,기각,fable5,관용구 절단 + B2B 세일앤리스백
"채무자회생및파산에관한법률」제119조또는제335조에근거하여임차인의관리인또는파산관재인이본계약을중도에해지하는경우,",기각,fable5,"B2B 임대차, 소비자 계약 아님"
매각’사실이있었다고평가할수없다.가)앞서본바와같이구지방세특례제한법은납세의무자에의하여수행되는사업의공익성을감안하여,기각,fable5,조세 행정 노이즈 + 법령 입법취지 서술
계약의해지/해제’라는제목아래제1항제1호내지제7호에서이사건계약을상대방에대한서면통지로써종료할수있는사유를열거하고있,기각,fable5,B2B 공동사업 + 유·무효 판단 부재
"종료될경우계약당사자가이행해야할의무를정하고있는데,그중제3호는""종료일에지불해야하는미지급금및미지급금일체를즉시지불해",기각,fable5,B2B + 이유 서술 혼입
사건금전소비대차계약서‘라한다)의내용과같이소외8이소외6회사에게10억원을대여하였다는내용과부합한다.②이사건금전소비,기각,fable5,"증거 판단 서술, 조항 아님"
"서는소비대차에따른’담보물‘은소외6회사가발행한무보증분리형신주인수권부사채10억원이며,’담보물‘을제공한다",기각,fable5,"개인-회사 금전소비대차 사실 인정 인용, B2C 아님"
"사항이포함된이사건계약이강행규정인자본시장법제17조와제55조를각각위반하여무효이고,이사건합의서또한이사건계약의효력이",기각,fable5,원심 요약 + 법령 인용 혼합 오추출
1.본계약을이행할능력이없다고판단되는경우등과같은각호의사유에대하여상대방에게서면통지로본계약을종료할수있다,기각,fable5,B2B 조합계약 + 파기환송 사건
피고가이사건계약을이행할능력이없다고판단되는경우,기각,fable5,B2B + 절단 발췌 해석 인용
"종료일에지불해야하는미지급금및미지급금일체를즉시지불해야한다.단,원고또는소외회사의귀책으로이사건계약이해제(지)될경우",기각,fable5,B2B + 손해배상예정 여부 해석만
원고들의서면동의없는회생절차의개시신청이있거나그절차가개시되는경우,기각,fable5,"투자계약(주주평등원칙 법리), 소비자 계약 아님"
전체내용중에서피고가이사건회사의채무를연대보증한것이라고명시한부분은존재하지않는다.반면이사건투자계약제24조제7항은“,기각,fable5,이유 서술 혼입 + 연대보증 해석 인용
사건위약금조항’이라한다)이채무자회생및파산에관한법률(이하,기각,fable5,관용구 절단 + B2B 임대차
"원고에대한회생절차개시이전에체결되었던점,②이사건쟁점조항은관리인의이행내지해지선택권자체를박탈하거나그행사를금지하는것",기각,fable5,공서양속 판단 이유 서술 추출
".위와같이이사건계약이합의해지된이상원고의본소청구는이유없고,오히려피고의이사건반소청구에따라원고는피고에게원고가이사건",기각,fable5,이유·목차 서술 혼입 + B2B
"담보권소멸’이라는표현이그의미가명확하여달리해석할여지가없는경우라고볼수없으며,문언이갖는사실상의의미에대한법률적평가를",기각,fable5,"전합 보충의견 법령 해석 서술, 조항 아님"
원고가토지매매계약서변경시지급하여야할토지건별잔금의지급을1주일이상지체할경우,기각,fable5,B2B 포괄양수도 + 요약 인용
라고한다)을체결하였다.한편이사건매매계약서및별첨특약사항(이하,기각,fable5,관용구 절단 + 법인 매수인 매매
"회사’또는‘이해관계인’의행위에대하여적용됨을밝힌반면,같은조에있는이사건위약벌조항에는행위주체의표시가없다.②회생절차",기각,fable5,판단 이유 서술 + 투자계약
"매수인이매도청구권을행사하였음에도,매도인이본조제(2)항에정한기한도과후14일이내에대상주식을매입하지않는경우,매도인",기각,fable5,B2B M&A 주식매매 + 해석만
"제(4)항이규정한주식매매계약해제로인한청구권이발생하지않는다.②설령이사건주식매매계약이해제되었더라도,이사건주식매매",기각,fable5,주장 요지 서술 혼입
피고가제4조를위반하여제10조제(1)항나목의사유가발생한경우,기각,fable5,절단 발췌 해석 인용 + B2C 아님
"전세계’로명시된점이나허용되는행위유형이판매뿐만아니라제조,수입,수출등까지광범위하게정해진점을근거로제시한다.그러면서",기각,fable5,조세 행정 노이즈 + 보충의견 서술 절단
대상으로삼고자했던것은미국내에서효력을가지는‘미국특허권’이고그특허권에의한보호와동떨어진채존재하는‘발명’이아님을충분,기각,fable5,조세 B2B 라이선스 + 판단 부재
회사는대리점으로계약한회원이계약해지하거나연체가되었을경우별도의부속약정서에따라환수한다,기각,fable5,B2B 위탁판매 + 엄격 해석·포섭만
사건약관’이라한다)에따라휴대전화이동통신서비스이용계약을체결한소비자에게이동통신서비스를제공하는사업자이다.나.원고는,기각,fable5,"사건 개요 서술 절단 + 행위 판단(파기환송), 조항 문언 부재"
따라휴대전화이동통신서비스계약을체결한소비자에게이동통신서비스를제공하는사업자이다.나.공정거래위원회가소비자기본법제1,기각,fable5,공정위 고시 문언 오추출
라고한다).이사건주식매매계약의주요내용은다음과같다.이사건주식매매계약서?제2조주식의매매및경영권의양수도본계약의제반,기각,fable5,B2B 주식매매(M&A)
원고가본계약에따라거래종결일또는그이전까지이행하거나준수하여야하는확약과의무를중요한면에서이행하고확인실사가완료되었을것,기각,fable5,B2B + 선행조건 해석 인용
"(카페명생략)당이적자다’라고반복적으로진술하고있다(갑제88호증94면,피고1의본인신문결과46면).한편김·장법률사",기각,fable5,본인신문 사실 인정 서술 절단
"피고1이거래종결의무이행을거부하여발생하는경제적손실을줄이기위해주당매매가격을올리는대신,원고에게유리하도록거래종결일을",기각,fable5,"사실 인정 이유 서술, 조항 아님 + B2B"
개정세법해설’에서는‘ERP등시스템개발위탁비용이제외된다는것을명문화,기각,fable5,조세 노이즈 + 개정세법 해설 절단
"신설과정에서구조특법제24조제1항제5호내지제9호의공급망관리시스템설비,고객관계관리시스템설비,물류관리정보시스템설비",기각,fable5,조세 노이즈 + 입법취지 서술 절단
"라고한다)을체결하였고,이후피고조합은추진위원회의권리·의무를승계하였다.이사건각가입계약중이사건과관련된부분은아래와같",기각,fable5,관용구 절단
라고한다)을체결하였다.■이사건공급계약○분담금납부금액및일정??(단위:천원)?주택형분담금계약금(계약시)중도금잔금,기각,fable5,분담금 일정표 서술 절단
위조합원분담금과별도로추가분담금과발코니확장공사비가부과된다는점이명시되어있고이사건각가입계약의체결단계에서는추가분담금,기각,fable5,기망·착오 이유 서술 혼입
"해제또는해지로인한환급시을이기납부한금액중행정용역비는환급대상이아니다.또한토지등취득세(조합선납부분포함),신탁등기(",수정승인,fable5,"가입계약 제10조 제1항 — 약관법·민법 무효 및 감액 주장 전부 배척, 유효 명시 판단 (신의칙위반아님 r4와 동일 조항 교차 표집, 1행 병합)"
라고한다).항공보험재보험및재재보험특약서(갑제8호증의1)주15)?제1조(적용범위)①이특약은,기각,fable5,행정 사건 + B2B 재보험 특약 + 관용구 절단
"국내손해보험사의해외직보시도및해외재보험사가국내물건을임의인수하려는시도가모두확대되었으므로,①해외요율구득의폐해를홍보",기각,fable5,"내부 갱신전략 문건 인용, 조항 아님"
제1조및제2조를위반하여제3조에규정한재보험을출재하지않은경우원수보험료의10%에해당하는금액을원고에게지급한다,기각,fable5,B2B 재보험 + 시장지배적 지위 남용 판단
"최근일부항공보험계약자들에의한요율인하를목적으로한해외요율구득사례가발생하였으므로,이러한사례가발생하지않도록항공보험특",기각,fable5,"통보 문언 인용, 조항 아님"
"협의’하는것을넘어""결정하고있다",기각,fable5,내부 매뉴얼·면담 발언 절단
국내총원수보험료의90%’전체가곧바로원고의위반행위로인한봉쇄율이된다고보기는어렵다.오히려원고의위반행위내용은해외재보,기각,fable5,과징금 이유 서술 + B2B 행정
예약완료”를클릭할수있게되어있다.라)고객이신용카드등으로숙박대금을결제했을때고객에게전송되는결제안내문자메시지에는아래,기각,fable5,사실 인정 서술 혼입 + 증명 부족 취소라 적극 판단 아님
서계약자본인이전화로해지신청을하는경우‘신분증사본은별도본인입증시제출불필요,수정승인,fable5,"KT 이용약관 제17조 제4항 해지 구비서류·자동복구 조항 — 법원이 부당하지 않다고 명시 판단, 대법원 확정"
계약자가언제든지해지를할수있으며해지시점까지의이용요금을납부해야한다,기각,fable5,요약 서술 + 청약철회 부분 파기환송으로 판단 미유지
사건상품계약서’라한다)중이사건과관련된부분은다음과같다.제4조(상품의납품등)1.협력사는,기각,fable5,B2B 상품매입 + 관용구 절단
사건매매계약서’라한다)를첨부하여,기각,fable5,관용구 절단 + 판단 부재
위탁수수료약정서’에서정하고있는위탁판매수수료지급기준은피고인들이주장하는위탁판매수수료의계산방식과는차이가있다.③그뿐,기각,fable5,형사(조세·횡령) 노이즈 + 이유 서술 절단 + B2B
임대인또는임차인이계약갱신을원하지않는경우임대차기간만료1개월전까지상대방에대하여그의사를통보하기로한다,기각,fable5,기등재 사건 신규 조항이나 해석 맥락 + B2B 상가 임대차
임차인이임대차계약만료일까지목적물을반환하지않는경우임대인에게임대차계약만료일다음날부터목적물반환일까지의기간에대해임대,자동기각,fable5,sprint3 기등재 동일 조항
"원고가△△△사업성공을위한최상의경영판단을결정하고자,가맹본부와가맹점사업자(△△△동반행복가맹사업자협의회)로구성된동",자동기각,fable5,sprint3 기등재 동일 조항
사업의완료또는특정한업무의완성에필요한기간을정한경우,기각,fable5,노동 노이즈 + 기간제법 법령 오추출
기타인사및복무규정등에서정하는경우,기각,fable5,"근로계약, 노동 노이즈"
사건각근로계약서’라한다)에서는원고의담당업무를,기각,fable5,관용구 절단 + 노동 노이즈
"계약기간중이라도담당업무의중단,조합사무소폐쇄및합병등기타더이상고용을계속할수없는사정이발생하는경우30일전에계약해지를",기각,fable5,노동 노이즈 + 포섭 인용
"및특약의존부와무관하게,원고는사전동의한기간만료후근질권을실행하여피고에게그피담보채권액상당의임대차보증금의반환을구할수",기각,fable5,판단 이유 + 약관법 §9 법령 혼입 오추출 (원문에 자동연장특약 유효 명시 판단 존재 — 재추출 가치)
"임대인또는임차인이계약갱신을원하지않는경우,임대차기간만료1개월전까지상대방에대하여그의사를통보하기로한다",기각,fable5,B2B 임대차 + 해석 인용
"32,610원×1.3)을부당이득으로반환할의무가있다(불법행위에기한손해배상액도손해배상액의예정에따라동일한액수이므로",기각,fable5,이유 서술 혼입 절단 + B2B + sprint3 기등재 문언
판매대금을해외에서받는것을원칙으로한다,기각,fable5,형사(사기) 노이즈 + B2B
백서가공개된이후에공소외17회사는판매대금을해외에서받는것이원칙임을확인한다,기각,fable5,형사 노이즈 + B2B 위탁판매
(공소외11회사)은회사(공소외1회사)로하여금코인을발행하여해당코인을글로벌거래소에상장완료되도록하여야한다,기각,fable5,형사 노이즈 + 미체결 초안 + B2B
"대한민국또는싱가포르정부의규제,정책적또는법령상제한으로인하여암호화폐의ICO또는상장이어려운경우자동으로계약이해제된다",기각,fable5,형사 노이즈 + 초안 + B2B
"회사(공소외1회사)는□□□의명칭을차용한암호화화폐를발행하고,ICO를통해해당암호화화폐를□□□가운영하는암호화화폐거",기각,fable5,형사 노이즈 + 초안 진술·보장 + B2B
전보또는퇴직등인사이동이발생하여개인정보취급자가변경되었을경우,기각,fable5,행정 노이즈 + 고시 문언 오추출
수신된전자문서가작성자또는그대리인의의사에기한것이라고믿을만한정당한이유가있는자에의하여송신된경우,기각,fable5,법령(전자문서법) 오추출 + 성립·효력 쟁점
"대리점’은원고를,‘회사’는피고를각의미한다).제1조(목적)①본계약은회사의상품을대리점이위탁판매함에있어필요한회사와",기각,fable5,B2B 위탁판매 + 관용구 혼입 절단
"으므로이사건조정조서에따라인도집행을할수있다’라고주장하고,이에대하여원고는‘상가건물임대차보호법(이하‘상가임대차법’",기각,fable5,주장 서술 + 상가임대차법 법령 혼입 + B2B
"제1항의해지사유가인정되지않는다.다)한편피고는‘이사건임대차에는연체차임에대하여지연손해금이가산되도록되어있고,지연손",기각,fable5,법령 인용 포함 이유 서술 절단 + 법인 임차 상가
2019년가맹계약서’라한다)제17조는,기각,fable5,20자 절단 + B2B 가맹 행정소송
"2018년가맹계약서’라한다)는제26조에서가맹점사업자의광고및판촉활동참여의무에관하여규정하면서,제5항에서",기각,fable5,관용구 절단 + B2B 가맹·행정
"원고는제품의판매가격조정,원부재료의공급가격조정,광고·홍보비의부담,판촉비의부담,가맹점에영향을미치는주요사항등의정책",기각,fable5,B2B 가맹계약 + 행정 판단(불공정거래행위)
회사’)와원고(이하‘RM’)는다음과같이RM위촉계약을체결한다.제1조(목적)본계약의목적은RM이회사와제휴계약을체결,기각,fable5,보험설계사 위촉계약 + 관용구 절단
"피고는지점장이정(선택)한RM수수료규정에따라수수료를지급또는환수한다(제7조제1항)."",""선지급수수료는담보제공금액",기각,fable5,위촉계약 + 해석 인용
"(을제25호증)에는""현대해상이위탁업무수행에대한대가로피고에게수수료를지급한다(제8조제1항)."",""제1항에따라지급",기각,fable5,기관 간 B2B 대리점계약 인용
지점장이정(선택)한RM수수료규정에따라수수료를지급또는환수한다.,기각,fable5,위촉계약 + 부속약정 해석만
어느하나의조항이우선적효력을가진다는규정이없다.이러한경우이사건위촉계약의전체적인내용과체결경위등을토대로합리적인해석을,기각,fable5,법원 해석론 서술 절단
"전체적인내용을살펴보는경우,피고가원고에게13회차성과수수료를지급할의무를부담한다고해석함이타당하다.예컨대,이사건제2",기각,fable5,이유 서술 혼입 + 배치 내 중복
피고가원고에게13회차성과수수료를지급하여야한다,기각,fable5,"해석 결론 절단, 조항 아님"
"용자는회사를이용함으로써얻은정보를회사의사전승낙없이복제,송신,출판,배포,방송등기타방법에의하여영리목적으로이용하거나",기각,fable5,형사(정보통신망법) 노이즈 + 포섭 인용
선착순의방법으로입주자로선정된경우에는분양전환당시까지거주한무주택자인임차인은우선분양자격이있다(제4호),기각,fable5,자격 해석·포섭 인용 + 요약 인용(축자 아님)
계약기간만료시까지별도합의가없으면기간만료일에자동연장한다,기각,fable5,"근로계약, 노동 노이즈 + 처분문서 해석"
",’작업표준서‘가협력업체가수행해야하는작업의내용이된다고정하였다.즉이사건협력작업계약의명목은‘도급’계약이었는데,보",기각,fable5,B2B 협력작업계약 + 노동 노이즈 + 서술 혼입
"작업사양서’는별지4에서보는것처럼,앞서본별지3기재의작업표준서못지않게보조참가인소속근로자들의작업방법과내용을각작업단",기각,fable5,작업사양서 평가 서술 절단 + B2B
",‘작업표준서’가협력업체가수행해야하는작업의내용이된다고정하였다.즉이사건협력작업계약의명목은‘도급’계약이었는데,소",기각,fable5,배치 내 중복 + B2B 노동
"급인은수급인의대리인,종업원또는고용원에대하여작업의수행또는관리상부적당하다고인정되는경우교체를요구할수있다",기각,fable5,B2B 도급 + 파견 징표 인용
"정회원및특별회원은토요일,일요일,공휴일,평일에비회원보다우선하여이용할수있다.정회원및특별회원은이사건골프장이별도로정",기각,fable5,법인 회원 입회약정 + 해석 인용
"단,최초임대차기간은2001년8월31일부터2006년8월30일까지로한다",기각,fable5,"상가 임대분양(사업자) 계약 + 사실 인정 인용, 키워드 무관 노이즈"
"체결하였는데,그임대차계약서제5조에서는“임대차기간은임차인이상가관리운영규칙등을위배하지않는한임대인의동의하에매년연장",기각,fable5,판결 서술 혼입 절단 + 소비자 계약 아님
회사는대리점으로계약한회원이계약해지하거나연체가되었을경우별도의부속약정서에따라환수한다,기각,fable5,B2B 위탁판매 수수료 환수 조항 해석 인용
"대리점’은원고를,‘회사’는피고를각의미한다).제1조(목적)①본계약은회사의상품을대리점이위탁판매함에있어필요한회사와",기각,fable5,B2B + 여러 조문 뒤섞인 절단
근거한이사건제1처분은위법하다.나.관계법령별지기재와같다.다.판단1)이사건법률조항의해석다음에서드는사정등에비추어보,기각,fable5,행정 노이즈 + 법령 문언 오추출
20조각호의결격사유에해당하게된경우,기각,fable5,"할부거래법 법령 문언, 조항 아님"
등록결격사유에해당하게된경우’의의미를처분당시결격사유가해소되었는지를불문하고과거언제든등록결격사유에해당한적이있는경우,기각,fable5,행정 사건 이유 서술 절단
제20조각호의결격사유에해당하게된경우,기각,fable5,법령 문언 인용 + 행정 노이즈
"회원이서면으로피고에게해약을요청하면,피고는회원의실종,사망,기타회사가필요하다고인정하는경우회원의위약에따른위약손해금",수정승인,fable5,"상조계약 약관 제12조 — 해제권 제한은 약관법 §9①, 해약환급금은 §8 위반 무효 명시 판단"
라고한다)제6조제1항은피고가제정한상조서비스표준약관(이하,기각,fable5,관용구 절단 + 판결문에 축자 문언 부재라 교정 불가
"관리비는별도로한다.”는조항이있는점,소외1이피고로부터이사건상가를인도받아그내부의집기와시설을함께사용하였고,관리규약",기각,fable5,사업 목적 상가 임대차 + 이유 서술 혼입
부가상품비용’란에계상되었다).그러나위와같은사정만으로앞서본증거들에의하여추단되는부수적공급의통상성을부인하기는어려우,기각,fable5,조세 행정 노이즈 + 이유 서술 절단
"당사자란에‘피고인1외9’,사건명란에‘공직선거법위반’,보수란에‘1차보수로1억원,2차보수로직무보수의20%,직위유",기각,fable5,형사(공직선거법) 노이즈 + 사실 인정 서술
6.임대인이바닥및천장을철거한다,기각,fable5,사업 목적 임대차 + 사실 인정 인용
"임차인인원고가이사건임대차목적물전부(총면적1,224㎡)에대하여의료법상병원급의료기관으로만개설허가받아사용한다",기각,fable5,편입되지 않은 가정적 약정 인용 + 사업 목적
임차인인원고가이사건임대차목적물전부에대하여의료법상병원급의료기관으로만개설허가받아사용한다,기각,fable5,가정적 약정 문구 배치 내 중복
"소외1(대판:소외인)과소외22인의날인을원한다는말을전해듣자그무렵임대차계약서의임대인란에‘소외1(대판:소외인),소",기각,fable5,날인 경위 사실 서술 오추출 + B2B
"총판매대금’의일정비율로산정하도록약정하였다.그약정의내용과실제로초과할인액이계산된내역등을종합하여보면,여기서말하는",기각,fable5,조세 행정 + 플랫폼-제휴점 B2B + 서술 절단
예약완료”를클릭할수있게되어있다.라)고객이신용카드등으로숙박대금을결제했을때고객에게전송되는결제안내문자메시지에는아래,기각,fable5,예약 화면·문자 사실 서술 오추출
"비록승객이확정된예약과유효한항공권을소지하고일정한시간과조건을충족하여탑승수속을하였더라도,정기항공편의초과예약으로인하",기각,fable5,해석·편입 판단 인용 + 보상 의무 조항
인지등을분명히할필요가있었다.그리고만약양벌규정의적용을전제한것이라면피고인들이이사건벌칙규정의위반행위를공모하여저지른,기각,fable5,형사(결혼중개업법) 노이즈 + 공소사실 서술
"인지,아니면‘실제행위자들에대한처벌규정으로기능하는양벌규정을전제로하되,행위자들인피고인들사이에공범관계규정을적용한다",기각,fable5,형사 노이즈 + 이유 서술 절단
피고인은이사건중개계약의이행을보증한다,기각,fable5,형사 + 당사자 확정 사실 인정 인용
취지의명시적또는묵시적약정이존재한다고인정할만한객관적인증거가없다.(2)원고는(학원명생략)운영과관련하여피고를횡령혐,기각,fable5,사업자 간 동업계약 정산 분쟁 + 서술 혼입
소외1명의의국민은행계좌로입금받은돈은모두원고의영어개인과외이므로이사건동업계약에따른수익에서제외되어야한다,기각,fable5,동업계약 + 주장 문구 인용
"라한다)의주된내용은피고(반소원고,이하",기각,fable5,"관용구 절단, 조항 문언 아님"
"부득이한중도해약신청시총액기준10%의위약금,서비스이용료,서비스를제공받은경과기간에따른서비스경과료를공제한후잔여금액",기각,fable5,"방문판매법 적용·해석만, 유·무효 판단 부재"
"6.20.자준비서면이원고(반소피고,이하‘원고’라고만한다)에게도달함으로써적법하게해지되었다고판단한것은정당하고,이",기각,fable5,원심 정당성 이유 서술 절단
"따라피고가원고에게지급한1,595만원은보증금770만원,입회금750만원,입회금에대한부가가치세75만원을합한금액이고",기각,fable5,작성자 불리 해석 적용 인용만
